Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,City,County,State,Country,ISO_3166_2,TimezoneName,LocalDate,LocalHour,UTC_Date,UTC_Hour,Pressure,MSLP,Stdev,Version
r3bb58,-35.15625,147.4585,-35.15076,147.46948,,,,Australia,AU,Australia/Sydney,2019-02-12,11,2019-02-12,00,97000,,0,1.3
r3bb59,-35.15076,147.4585,-35.14526,147.46948,,,,Australia,AU,Australia/Sydney,2019-02-12,11,2019-02-12,00,97000,,0,1.3
r3bb5b,-35.15625,147.46948,-35.15076,147.48047,,,,Australia,AU,Australia/Sydney,2019-02-12,12,2019-02-12,01,97000,,0,1.3
r3dp4m,-35.30457,149.16138,-35.29907,149.17236,,,,Australia,AU,Australia/Sydney,2019-02-12,12,2019-02-12,01,92500,98524,0,1.3
r3dp4m,-35.30457,149.16138,-35.29907,149.17236,,,,Australia,AU,Australia/Sydney,2019-02-12,11,2019-02-12,00,92663,,266,1.3
r3dp4q,-35.29907,149.16138,-35.29358,149.17236,,,,Australia,AU,Australia/Sydney,2019-02-12,12,2019-02-12,01,92125,,250,1.3
r3dp4q,-35.29907,149.16138,-35.29358,149.17236,,,,Australia,AU,Australia/Sydney,2019-02-12,11,2019-02-12,00,92388,,193,1.3
r3dp4r,-35.29358,149.16138,-35.28809,149.17236,,,,Australia,AU,Australia/Sydney,2019-02-12,12,2019-02-12,01,92000,,0,1.3
r3dp4w,-35.29907,149.17236,-35.29358,149.18335,,,,Australia,AU,Australia/Sydney,2019-02-12,12,2019-02-12,01,92000,,500,1.3
r3dp62,-35.28809,149.16138,-35.28259,149.17236,,,,Australia,AU,Australia/Sydney,2019-02-12,12,2019-02-12,01,92375,,250,1.3
r3g11z,-34.94202,150.54565,-34.93652,150.55664,,,,Australia,AU,Australia/Sydney,2019-02-12,12,2019-02-12,01,97765,,307,1.3
r3g11z,-34.94202,150.54565,-34.93652,150.55664,,,,Australia,AU,Australia/Sydney,2019-02-12,11,2019-02-12,00,97667,,289,1.3
r6k6m8,-31.94824,152.46826,-31.94275,152.47925,,,,Australia,AU,Australia/Sydney,2019-02-12,12,2019-02-12,01,99000,,500,1.3
r6vh07,-28.81165,153.29224,-28.80615,153.30322,,,,Australia,AU,Australia/Sydney,2019-02-12,11,2019-02-12,00,98586,99485,141,1.3
r73bcd,-26.57593,148.77686,-26.57043,148.78784,,,,Australia,AU,Australia/Brisbane,2019-02-12,10,2019-02-12,00,96500,99837,0,1.3
r73bcd,-26.57593,148.77686,-26.57043,148.78784,,,,Australia,AU,Australia/Brisbane,2019-02-12,11,2019-02-12,01,96000,99245,0,1.3
r73bcf,-26.57593,148.78784,-26.57043,148.79883,,,,Australia,AU,Australia/Brisbane,2019-02-12,11,2019-02-12,01,96000,99215,0,1.3
r73bct,-26.55945,148.77686,-26.55396,148.78784,,,,Australia,AU,Australia/Brisbane,2019-02-12,11,2019-02-12,01,96250,99468,289,1.3
r73bcw,-26.55396,148.77686,-26.54846,148.78784,,,,Australia,AU,Australia/Brisbane,2019-02-12,11,2019-02-12,01,96000,,0,1.3
r73bcx,-26.54846,148.77686,-26.54297,148.78784,,,,Australia,AU,Australia/Brisbane,2019-02-12,11,2019-02-12,01,96250,99494,289,1.3
